DATE,ILCONS,ILEDUH,ILFIRE,ILGOVT,ILMFG,ILNA,ILSLIND,ILUR,SMS17000000600000001,SMU17000000600000002SA,SMU17000000600000003SA,SMU17000002000000002SA,SMU17000002000000003SA,SMU17000003000000002SA,SMU17000003000000003SA,SMU17000005500000002SA,SMU17000005500000003SA,SMU17000006500000002SA,SMU17000006500000003SA
1/1/2010,202.5,823.3,364.3,857.5,553.8,5586,1.1,11.2,765.2,39.7,25.1,39.1,32.5,40.2,22.1,36.8,29,32.4,22.3
2/1/2010,200.7,824.1,363.7,857.2,554.9,5588.6,1.52,11.1,764.5,39.7,25,38.6,32.2,40.2,22.2,36.5,28.7,32.4,22.5
3/1/2010,201,825.1,363.6,854.9,555.3,5587.3,2.19,11,765.2,39.4,25,38.3,32.4,40.2,22.2,36.7,28.7,32.2,22.5
4/1/2010,201.2,828.9,363.7,857.3,557.9,5597.7,2.17,10.7,768.1,39.5,25,38.4,32.4,40.4,22.4,36.5,28.5,32.3,22.3
5/1/2010,199.4,831.7,363.6,870.7,559.7,5620.6,2.25,10.5,768.2,39.3,25,38.2,32.4,40.4,22.5,36.9,28.5,32.4,22.3
6/1/2010,199,832.8,363.3,859.6,560.5,5612.4,2.03,10.2,768.6,39.2,25,37.7,32.6,40.3,22.5,36.7,28,32.3,22.4
7/1/2010,189.6,834.8,363.3,853.9,561.7,5603.5,1.33,10,760.5,39.3,24.8,37.9,32.4,40.4,23.3,36.7,28,32,22.3
8/1/2010,197,835.1,363.2,855.9,563.1,5619.1,1.09,9.9,769.3,39.1,24.8,37.9,32.3,40.3,23.4,36.9,27.9,32.4,22.4
9/1/2010,197.5,836.9,363.1,850,563.4,5620.2,1.37,9.8,770.2,39.3,24.9,37.9,32.4,40.3,23.4,36.5,27.9,32.4,22.4
10/1/2010,198.8,840.7,364.1,847.4,566,5637.8,1.51,9.7,774.2,39.1,25,37.7,32.4,40.4,23.5,36.6,27.8,32.7,22.2
11/1/2010,198.7,842.5,364.3,844.8,567.2,5642.4,1.68,9.6,775.3,39.3,25,38.1,32.3,40.5,23.6,36.7,27.6,32.6,22.2
12/1/2010,196.9,842.3,364.2,842.2,568.4,5645.6,1.45,9.5,774.8,39.3,25.2,37.7,32.9,40.6,23.8,36.4,28.2,32.8,22.5
1/1/2011,196.8,843.4,363.9,841,569.7,5648.1,1.66,9.4,776,39.4,25.5,38.2,33.5,40.9,23.8,36.5,28.3,32.9,22.5
2/1/2011,197.7,844.1,363.7,841.6,569.9,5650.7,1.16,9.4,776.9,39.5,25.4,38,33.1,40.8,24,36.4,27.9,32.8,22.5
3/1/2011,198.4,845.8,363.3,840.3,571.7,5660.1,1.14,9.4,779.5,39.6,25.4,38.1,32.9,40.9,24,36.4,27.9,33,22.4
4/1/2011,196.5,844.6,362.6,842.1,573.8,5665.6,0.65,9.5,779.6,39.6,25.6,38.2,33.2,40.8,24,36.4,28.2,33.1,22.5
5/1/2011,197.9,845.8,362.3,839.3,574.1,5666.5,0.14,9.6,781.5,40.2,25.7,38.6,33.3,41,24.1,36.8,28.8,33.3,22.7
6/1/2011,196.7,847.2,362.2,838.5,574.8,5668.9,0.64,9.8,781,39.5,25.6,37.8,33.3,40.7,24,36.2,28.6,33,22.8
7/1/2011,196.2,847.4,363,840.5,575.8,5679.3,0.9,9.9,781.7,39.2,25.9,38.9,33.2,39.9,24.1,36.8,28.5,33.3,22.9
8/1/2011,196.5,849,363.3,838.7,575.5,5689.7,0.72,10,781.9,39.7,25.8,39,33.3,40.7,24,36.5,28.8,33.1,23
9/1/2011,194.9,852.9,363.7,834.9,574.5,5695,1.89,9.9,779.2,39.8,25.8,38.6,33,40.7,24,36.4,28.8,33,23.2
10/1/2011,191.5,852.8,364.3,832.8,575.5,5692.3,2.27,9.8,776.9,39.8,26.1,38.4,33.6,41,24.3,37.9,29.5,33.4,23.5
11/1/2011,191.9,853.1,363.8,832.2,575.8,5695.7,2.28,9.6,777.7,39.5,26,37.5,33.5,40.8,24,37.8,29.2,33.1,23.3
12/1/2011,194.8,855.8,363.2,831.4,575.9,5703.5,2.36,9.3,780.6,39.7,26.1,38.1,33.6,40.8,24.1,37.4,29.3,33.1,23.4
1/1/2012,193.2,856.7,364.1,831.1,578.2,5716.5,2.28,9.1,781.4,40,26,37.8,33.5,41.1,24,38.5,30.1,33.7,23.3
2/1/2012,193,858,364.5,831,579.5,5723.3,1.91,9,782.6,39.9,25.8,38,33.1,40.7,23.9,37.6,29.5,33.1,23.6
3/1/2012,193.5,859.4,365.3,832.8,581,5740.1,1.72,8.9,784.8,39.7,26.1,38,33.7,40.5,24,37.5,29.6,32.9,23.7
4/1/2012,191,859.5,365.8,833.8,582.3,5742,1.4,8.9,783.8,40,26.3,37.9,33.7,40.7,24.3,38.8,30.1,33.2,23.9
5/1/2012,188.2,859.6,366.3,831.6,582.7,5738.5,0.87,9,781.2,39.8,26.2,38,33.8,40.6,24,37.4,29.8,32.9,24
6/1/2012,186.7,863.9,367,831,583.6,5744.4,1.49,9,780.5,39.9,26.1,38.2,33.7,40.7,23.9,37.5,29.8,33,24.1
7/1/2012,186.6,862.4,367.3,828.7,586.1,5745.7,1.63,9,783,39.8,26.4,38.1,34,40.6,24.1,38.7,30.2,33.3,24.1
8/1/2012,186.1,864.1,367.5,831.2,585,5754.4,1.41,8.9,781.4,39.3,26.4,37.4,34.2,40.4,24.1,37.5,29.8,32.9,24.1
9/1/2012,186.4,868.8,368.2,832.1,585.9,5771.1,1.13,8.9,782.4,40.2,26.5,37.9,34.2,41.1,24.1,38,30.2,33.2,24.1
10/1/2012,187.6,865.9,367.5,834.4,584.2,5768.7,0.97,8.9,781.8,39.6,26.4,38.1,34,40.4,24.1,36.5,30.3,32.6,24.2
11/1/2012,187,866.7,367.6,833.8,583.7,5779.8,0.41,9,780.7,39.4,26.5,37.7,34.2,40.3,24.3,36.4,30.5,32.8,24.4
12/1/2012,190.2,867.9,368.2,833.7,583.5,5783.2,1.01,9.1,783.7,39.6,26.5,37.1,34.1,40.8,24.5,37.6,30.2,33,24.2
1/1/2013,190.9,870.8,369.4,832.6,583.2,5778.9,0.8,9.2,784.1,39.1,26.6,37,34.1,40.3,24.5,36,30,32.8,24.5
2/1/2013,193,872.7,369.9,833.1,583,5792.2,1.18,9.2,786,39.2,26.6,36.6,34.3,40.2,24.5,36.2,30.1,32.7,24.5
3/1/2013,190.2,874.8,370,832.1,582.1,5789.5,1.38,9.2,782,39.6,26.6,36.7,34,40.7,24.5,36.2,29.9,32.7,24.6
4/1/2013,186.5,871.9,371.1,831.3,579.9,5781.6,1.34,9.1,776,39.4,26.4,35.7,34,40.7,24.4,36.5,30.1,32.6,24.7
5/1/2013,189.5,872.4,370.3,831.5,579.8,5792.3,1.53,9.1,778.9,39.4,26.6,37.7,33.7,40.4,24.5,36.3,30.4,32.7,24.6
6/1/2013,190.3,872.7,370.6,831.3,579.8,5798.1,1.21,9,779.8,39.8,26.7,37.1,33.9,41,24.6,36.8,30.8,33.1,24.8
7/1/2013,191.4,872.6,369.9,830.2,577.8,5804.4,1.24,9,778.9,39.7,26.6,36.6,34.4,41.1,24.3,36,30.9,32.8,24.9
8/1/2013,191.6,877.3,369.1,830.2,577.4,5813,1.65,8.9,778.6,40,26.6,37,34.1,41.4,24.3,36,30.9,32.6,24.9
9/1/2013,192.4,880,370,830.2,576.4,5819.5,1.56,8.8,778.3,40.5,26.8,37.4,34.2,41.4,24.4,37,31.2,32.9,25
10/1/2013,192.6,879,370,826.8,576.6,5822.3,1.31,8.7,778.8,40,26.6,37.3,34.3,41.2,24.4,36.3,30.9,32.6,25.1
11/1/2013,194.3,880.5,369.7,827.2,577.7,5829.7,2.21,8.6,781.6,39.8,26.8,36.9,34.3,41.1,24.5,36.1,31.1,32.8,25.1
12/1/2013,193.8,881.9,369.2,829.3,577.7,5840.2,1.74,8.4,781.1,40.1,26.7,37.1,33.8,41.5,24.5,37.3,31.5,32.7,25.2
1/1/2014,196.3,881.2,369.6,826.5,578.7,5834.9,2.16,8.2,784.8,39.7,26.7,36.4,34,41.1,24.4,36.5,31.8,32.6,25
2/1/2014,196.5,882.1,369.4,824.4,579,5836.2,2.22,8,785.2,39.8,26.7,37.8,34.1,41.4,24.4,36.9,31.9,32.8,24.8
3/1/2014,197.1,882.5,369.2,824.7,579.8,5843.7,2.22,7.7,786.8,39.4,26.8,37.3,34,41,24.6,36.9,32.1,32.8,25
4/1/2014,198.8,883.8,368.8,826.3,579.7,5856.8,2.6,7.4,788.4,39.6,27,37.7,34.1,41,24.7,36.1,32,32.4,25.2
5/1/2014,199.7,884.1,369.2,826.6,580.4,5867.4,2.3,7.2,790.1,39.6,27.1,37.1,34.3,41,24.9,36.3,32.4,32.5,24.9
6/1/2014,201.4,883.7,368.7,827.9,580,5872.7,1.92,6.9,791.4,39.8,27.3,37.3,34.5,41.1,25,36.8,32.5,32.8,24.8
7/1/2014,202,884.5,369.6,827.3,578.9,5873.9,2.38,6.7,790.8,39.9,27.4,38,34.4,40.9,25.1,35.5,32.6,32.5,24.8
8/1/2014,203.2,885.2,370.7,828.3,578.3,5879.2,1.87,6.6,791.6,39.7,27.7,37.5,34.8,40.9,25.2,35.8,33.3,32.5,25.1
9/1/2014,204.1,885.5,369.5,828.4,577.5,5882.1,1.69,6.4,791.8,39.7,27.9,36.5,35.6,40.9,25.2,35.3,33.4,32.3,24.6
10/1/2014,204.1,890.2,369.2,832.6,576.9,5886.9,2.03,6.3,791.3,39.6,27.8,37,35.5,40.9,25.3,35.8,33.5,32.4,24.7
11/1/2014,205.6,892,369.1,831.4,579.3,5891.5,1.49,6.2,795.2,40,27.8,38,35.2,41.1,25.2,36,34.3,32.9,24.6
12/1/2014,209.9,894.1,368.5,831.2,581,5907,1.63,6.1,801.1,39.8,27.9,37.8,35.6,40.8,25.1,34.8,34.1,32.5,24.8
1/1/2015,207.7,898,367.4,828.5,579.3,5902.2,1.7,6,797.1,39.8,28.1,37.7,35.4,40.8,25.4,35.3,34.1,32.5,24.6
2/1/2015,210.1,897.2,368.7,826.9,578.1,5917.1,1.21,6,798.2,39.9,28.2,37.2,35.8,40.9,25.5,35.9,34.5,32.4,24.6
3/1/2015,213.7,896.2,367.1,825.8,577.6,5914.9,0.88,5.9,801.1,39.9,28.2,37.4,36.2,40.9,25.4,36,35.2,32.5,24.6
4/1/2015,213,897.9,365.1,825.4,575.6,5920.3,0.69,5.9,798.3,39.8,28.2,37.2,36.2,40.8,25.2,35.4,34.6,32.5,24.5
5/1/2015,213.3,898.5,363.9,827.6,573.1,5927.7,1.53,5.9,796,40,28.2,37.2,36.4,41,25.2,35.7,34.3,32.4,24.6
6/1/2015,209.2,899.1,367.2,826.3,574.2,5922.1,1.52,5.8,792.8,39.7,28.2,36.9,36.4,40.8,25.3,35.5,34.4,32.3,24.6
7/1/2015,211.5,896.3,368.9,828.9,573.4,5921.3,1.79,5.8,794.2,39.6,28.5,36.8,36.6,40.8,25.6,36.1,34.4,32.3,24.5
8/1/2015,209.2,897.7,370.7,827.5,570.3,5916.1,1.94,5.8,788.7,39.8,28.6,37.5,36.8,40.8,25.6,37.1,34.5,32.6,24.6
9/1/2015,209.4,898.6,368.6,829.6,568.8,5913.1,1.45,5.9,787.4,39.2,27.6,35.2,36.3,40.6,25.5,35.8,34.6,32.3,24.8
10/1/2015,210.7,905.6,368.8,830.8,566.6,5926.8,-0.37,5.9,786.5,40.4,28.6,36,36.3,41,25.5,36,35.1,32.4,24.7
11/1/2015,208.3,902.4,369,830.7,566.5,5920.3,-0.61,6,783.9,40.2,28.7,35.5,36.7,41.2,25.6,36.2,35,32.5,24.8
12/1/2015,215,900.3,368.9,831,567,5904,-0.43,6.1,791.1,40.1,28.8,35.8,36.9,41,25.5,35.7,34.7,32.4,24.7
1/1/2016,,,,,,,,6.3,,,,,,,,,,,
